"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_NB151007-01J [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.1089526158906","0.616712920135677","","17.3604687018193","","","","5.06","6.72217082947888","3.51526364477336","9.25069380203515E-02","","1.79874601706239","3.9366841401994","0.226128070716415","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163.18","71.81","","","","52","100","61","","","","","","32","1116","8.23","93","6.52","","","","","","","","","","","","","989.5","21.24","41.34","4.48","16.94","2.88","0.92","2.16","0.28","1.41","0.26","0.72","","0.6","0.09","2.39","0.55","","","","","","","","","6.95","","3.95","1.47","","","","","","","","","","","","","","","","","","","","","","","","","889789",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_NB151007-1F [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.2570839773313","0.587326120556414","","17.5991756826378","","","","4.62","6.28541988665636","2.77176713034518","8.24317362184441E-02","","1.92684183410613","4.12158681092221","0.236991241628027","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.07","46.83","","","","31","85","62","","","","","","37","1210","7.89","111","8.1","","","","","","","","","","","","","1102.58","26.87","49.44","5.4","19.5","3.13","0.98","2.25","0.28","1.37","0.25","0.63","","0.59","0.09","2.78","0.57","","","","","","","","","7.26","","5.38","1.82","","","","","","","","","","","","","","","","","","","","","","","","","889790",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_NB15100701K [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.7657472210786","0.596953478797859","","17.3013585837793","","","","4.94","6.38122684232194","3.21119802387814","0.092630712227254","","1.92466035405517","4.03458213256484","0.205846027171676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","173.77","69.79","","","","43","121","58","","","","","","32","1142","7.71","100","8.46","","","","","","","","","","","","","1061.19","22.74","46.39","4.66","16.55","2.89","0.97","2.52","0.35","1.42","0.28","0.74","","0.66","0.09","2.3","0.43","","","","","","","","","9.97","","4.61","1.82","","","","","","","","","","","","","","","","","","","","","","","","","889791",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_NB15100701A [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.8269746339451","0.598061455970303","","17.2716023922458","","","","4.82","6.38275933182099","3.33058362548979","9.28026397195298E-02","","1.88698700763044","4.04207053000619","0.216539492678903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","168.87","58.67","","","","48","160","58","","","","","","32","1100","8.39","98","7.44","","","","","","","","","","","","","920.37","21.98","43.9","4.72","17.74","3.19","1.04","2.83","0.39","1.63","0.31","0.86","","0.7","0.1","2.37","0.38","","","","","","","","","8.38","","4.2","1.51","","","","","","","","","","","","","","","","","","","","","","","","","889792",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_NB2310071i [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.030778764718","0.599049783102665","","17.4963850444123","","","","4.72","6.34166494525924","2.86097913654204","8.26275562900227E-02","","1.90043379467052","4.19334848171865","0.247882668870068","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157.6","56.28","","","","36","144","59","","","","","","33","1196","7.31","107","8.84","","","","","","","","","","","","","1092.78","27.11","52.07","5.34","19.29","3.26","1.06","2.78","0.36","1.4","0.29","0.72","","0.64","0.09","2.53","0.47","","","","","","","","","11.88","","5.16","1.87","","","","","","","","","","","","","","","","","","","","","","","","","889793",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_NB15100701L [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.7538081515027","0.566076574722108","","17.507204610951","","","","4.4","6.08275010292301","2.68629065459037","8.23384108686702E-02","","1.98641416220667","4.21984355701935","0.226430629888843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","189.38","69.96","","","","34","116","59","","","","","","34","1201","6.57","113","10.65","","","","","","","","","","","","","1250.72","26.21","56.4","5.44","17.62","2.96","1.04","2.71","0.32","1.15","0.24","0.66","","0.57","0.05","2.54","0.54","","","","","","","","","12.34","","5.1","2.54","","","","","","","","","","","","","","","","","","","","","","","","","889794",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_NB2210071G [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.0796915167095","0.606683804627249","","17.6041131105398","","","","4.72","6.25192802056555","2.7866323907455","9.25449871465296E-02","","1.90231362467866","4.20565552699229","0.226221079691517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198.46","89.74","","","","35","103","62","","","","","","33","1242","8.78","112","7.83","","","","","","","","","","","","","1075.46","22.76","44.97","4.64","16.97","3.06","1.04","2.64","0.36","1.59","0.3","0.8","","0.74","0.09","2.48","0.41","","","","","","","","","10.19","","4.52","1.56","","","","","","","","","","","","","","","","","","","","","","","","","889795",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_NB1510071F [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.3235748891867","0.587568291928667","","17.5239666013813","","","","4.59","6.19523760437068","2.83475930316462","8.24657251829708E-02","","1.93794454179981","4.18513555303577","0.22678074425317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","166.14","64.87","","","","35","85","60","","","","","","33","1204","6.74","110","9.44","","","","","","","","","","","","","1153.82","25.69","52.54","5.12","18.11","3.08","1.04","2.76","0.35","1.41","0.29","0.79","","0.66","0.09","2.34","0.5","","","","","","","","","12.07","","5.08","2.18","","","","","","","","","","","","","","","","","","","","","","","","","889796",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV24100731B [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.4904354904355","0.630850630850631","","17.1448921448921","","","","5.23","6.4000814000814","3.33740333740334","9.15750915750916E-02","","1.81115181115181","4.05982905982906","0.223850223850224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","227.56","98.94","","","","44","79","62","","","","","","30","1100","7.59","95","8.4","","","","","","","","","","","","","1071.86","20.57","41.39","4.36","15.65","2.95","0.99","2.57","0.33","1.35","0.26","0.67","","0.69","0.1","2.48","0.43","","","","","","","","","9.05","","4.26","1.96","","","","","","","","","","","","","","","","","","","","","","","","","889797",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_NB1510074E [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.4122028364453","0.642791551882461","","17.0798898071625","","","","5.32","6.40750943781247","3.36700336700337","9.18273645546373E-02","","1.80593816957453","4.05060708091011","0.224466891133558","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","229.94","102.11","","","","45","78","62","","","","","","30","1092","7.58","95","8.48","","","","","","","","","","","","","1078.86","20.94","42.59","4.52","16.07","3.04","1.02","2.53","0.33","1.34","0.27","0.7","","0.68","0.1","2.44","0.42","","","","","","","","","8.84","","4.39","1.95","","","","","","","","","","","","","","","","","","","","","","","","","889798",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV10110756A [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.0782111496835","0.643250969981621","","16.8266285480907","","","","5.26","6.16704104553808","3.38983050847458","9.18929957116602E-02","","1.8378599142332","3.99224014702879","0.122523994282214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","184.68","74.72","","","","44","98","62","","","","","","31","1068","7.84","97","7.83","","","","","","","","","","","","","1068.01","19.8","39.68","4.14","15.19","2.81","0.96","2.43","0.34","1.47","0.31","0.79","","0.73","0.09","2.23","0.4","","","","","","","","","8.86","","4.21","1.53","","","","","","","","","","","","","","","","","","","","","","","","","889799",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_VB10110757A [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.6503732487984","0.623785663155742","","17.2717046732795","","","","5.07","6.2992125984252","3.29277022190408","9.20339503016668E-02","","1.8509050005113","4.0597198077513","0.224971878515186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161.45","68.15","","","","45","188","61","","","","","","31","1101","7.59","97","7.76","","","","","","","","","","","","","1072.82","21.79","43.16","4.55","16.85","2.98","1.02","2.58","0.35","1.46","0.3","0.74","","0.68","0.09","2.39","0.4","","","","","","","","","11.86","","4.52","1.67","","","","","","","","","","","","","","","","","","","","","","","","","889800",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_WBV22100725CH [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","60.6661217817736","0.602778912954638","","17.2558234572946","","","","5.09","6.36493665713118","3.330608908868","9.19493257049448E-02","","1.8389865140989","3.98447078054761","0.204331834899877","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220.48","89.37","","","","43","125","60","","","","","","31","1089","7.57","95","8.18","","","","","","","","","","","","","1081.61","21.66","43.82","4.63","16.38","2.95","0.98","2.54","0.32","1.28","0.26","0.65","","0.7","0.09","2.32","0.4","","","","","","","","","8.42","","4.16","2.13","","","","","","","","","","","","","","","","","","","","","","","","","889801",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV24100729D [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.1669809344228","0.628535512256442","","16.9495076471821","","","","5.06","6.11774565262937","2.85983658076681","9.42803268384664E-02","","2.07416719044626","4.25309029960193","0.230463021160696","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222.89","76.94","","","","35","94","66","","","","","","38","1145","8.05","131","12.85","","","","","","","","","","","","","1237.47","28.81","58.04","5.88","20.25","3.4","1.06","2.89","0.38","1.44","0.28","0.71","","0.72","0.11","3.49","0.67","","","","","","","","","11.33","","6.65","2.9","","","","","","","","","","","","","","","","","","","","","","","","","889802",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV24100729C [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.5258744119452","0.603395377377787","","17.293925138065","","","","4.75","6.06463489466149","2.74084679893639","9.20433626508488E-02","","1.98404581714052","4.19308652076089","0.224994886479853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157.5","55.18","","","","37","89","63","","","","","","36","1208","7.5","114","9.47","","","","","","","","","","","","","1138.29","27.38","53.69","5.31","18.79","3.02","1.02","2.63","0.36","1.36","0.29","0.73","","0.62","0.07","2.59","0.48","","","","","","","","","10.1","","5.42","1.95","","","","","","","","","","","","","","","","","","","","","","","","","889803",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_NB10110761E [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.7619973396091","0.603704082676762","","16.9548756778881","","","","4.72","6.0063440090044","2.81387496162898","9.20904532896756E-02","","2.19993860636447","4.08267676250895","0.23534226951806","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171.08","77.88","","","","36","173","63","","","","","","40","1230","7.53","127","11.5","","","","","","","","","","","","","1244.76","29.03","61.11","6.14","20.96","3.58","1.14","3.03","0.38","1.37","0.26","0.66","","0.67","0.09","2.82","0.54","","","","","","","","","11.82","","6.2","3.11","","","","","","","","","","","","","","","","","","","","","","","","","889804",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV10110760A [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.7812276580533","0.592380757838831","","17.3016035134307","","","","4.56","5.97487488509856","2.66571341027474","9.19211520784394E-02","","2.1346134204882","4.16709222755592","0.224696149525074","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36","206","61","","","","","","38","1241","","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","889805",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_VB10110761D [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.7871302226288","0.609942055504727","","17.1088746569076","","","","4.72","5.93676934024601","2.73457354884619","0.091491308325709","","2.1551285961167","4.09677747280675","0.233811121276812","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","145.36","66.4","","","","37","168","64","","","","","","39","1247","7.5","124","10.25","","","","","","","","","","","","","1162.97","28.4","58.6","5.72","20.3","3.49","1.1","2.94","0.38","1.46","0.31","0.8","","0.62","0.08","2.77","0.51","","","","","","","","","11.98","","6.11","2.4","","","","","","","","","","","","","","","","","","","","","","","","","889806",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_VB10110761EH [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.7917774596032","0.582941296788709","","17.3757414604213","","","","4.52","6.00327265289425","2.66925751687462","9.20433626508488E-02","","1.97381877684598","4.25444876252812","0.235221926774391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","120.21","45.14","","","","34","167","62","","","","","","37","1188","7.2","117","10.02","","","","","","","","","","","","","1150.81","27.07","53.35","5.26","18.6","3.16","1.06","2.63","0.35","1.4","0.28","0.71","","0.63","0.08","2.6","0.53","","","","","","","","","9.71","","5.56","1.88","","","","","","","","","","","","","","","","","","","","","","","","","889807",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV24100730BH [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.8178087812885","0.59499384489126","","17.1727533853098","","","","4.59","6.00123102174805","2.65695527287649","8.20681165367255E-02","","2.21583914649159","4.12392285597046","0.235945835043086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155.67","52.87","","","","35","146","60","","","","","","40","1254","7.46","123","9.67","","","","","","","","","","","","","1185.56","29.09","58.33","5.8","20.78","3.53","1.16","2.99","0.39","1.49","0.3","0.77","","0.68","0.1","3.45","0.72","","","","","","","","","13.13","","6.34","2.33","","","","","","","","","","","","","","","","","","","","","","","","","889808",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV24100730C [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.9905795617448","0.583657587548638","","17.1308621748925","","","","4.51","5.99016997747286","2.62133934056932","8.19168543927913E-02","","2.23223428220356","4.13680114683596","0.225271349580176","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167.51","61.58","","","","34","190","60","","","","","","41","1256","7.36","124","10.29","","","","","","","","","","","","","1201.5","29.24","59.16","5.71","20.32","3.41","1.13","2.82","0.34","1.4","0.28","0.74","","0.61","0.07","2.53","0.48","","","","","","","","","12.4","","5.87","2.25","","","","","","","","","","","","","","","","","","","","","","","","","889809",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV24100728 [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","61.9975515200979","0.581513976739441","","17.3842073046317","","","","4.47","5.90695776372169","2.57090389716384","8.16159967353601E-02","","1.96898592124056","4.30524382779025","0.23464599061416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144.89","52.79","","","","34","130","60","","","","","","38","1204","7","119","10.35","","","","","","","","","","","","","1142.35","26.99","54.82","5.28","18.4","3.02","1.02","2.56","0.36","1.38","0.3","0.74","","0.55","0.04","2.49","0.52","","","","","","","","","11.26","","5.31","2.11","","","","","","","","","","","","","","","","","","","","","","","","","889810",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_VB10110761B [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","62.0281575188737","0.601917975923281","","17.1087533156499","","","","4.55","5.90695776372169","2.6525198938992","9.18179963272801E-02","","2.1934299122628","4.12160783513569","0.23464599061416","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.14","53.12","","","","34","149","59","","","","","","40","1254","7.61","124","10.29","","","","","","","","","","","","","1220.4","29.48","58.43","5.64","20.25","3.42","1.14","2.94","0.37","1.42","0.3","0.77","","0.63","0.09","2.66","0.51","","","","","","","","","11.73","","6.27","2.33","","","","","","","","","","","","","","","","","","","","","","","","","889811",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_BV24100731A [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","62.1182718823409","0.592380757838831","","17.1484015933","","","","4.7","5.75017873557348","2.67592687161679","9.19211520784394E-02","","1.98141150035747","4.23858645695026","0.183842304156879","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","137.69","57.25","","","","35","134","64","","","","","","37","1149","7.23","121","10.81","","","","","","","","","","","","","1159.06","26.68","51.87","4.97","17.27","2.86","0.98","2.51","0.33","1.31","0.27","0.65","","0.63","0.08","2.61","0.54","","","","","","","","","11.9","","5.55","2.07","","","","","","","","","","","","","","","","","","","","","","","","","889812",
"[18727]","CONVERGENT MARGIN","CENTRAL AMERICAN VOLCANIC ARC / CENTRAL AMERICAN VOLCANIC ARC-SOUTHEASTERN SEGMENT / PANAMA / EL BARU / VOLCAN UNIT","VOLCAN","8.78","8.78","-82.63","-82.63","SAE","","","s_WBV22100725B [18727]","ADAKITE [18727]","","","","QUATERNARY [18727]","","","","","VOL","","","","","WR [18727] ","62.1371090964653","0.550066211673627","","17.1946623204645","","","","4.34","6.0507283284099","2.98461851889579","7.13048792910258E-02","","1.38535194051136","4.62463074258939","0.183355403891209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144.44","93.12","","","","38","172","60","","","","","","19","964","6.3","78","6.96","","","","","","","","","","","","","796.75","15.57","33.66","3.52","13.33","2.64","0.88","2.19","0.32","1.28","0.28","0.68","","0.61","0.08","1.88","0.32","","","","","","","","","7.11","","2.22","1.16","","","","","","","","","","","","","","","","","","","","","","","","","889813",
